date,DEPARTAMENTO,PRECTOTCORR,IMERG_PRECTOT,T2M,T2M_MAX,T2M_MIN,RH2M,QV2M,GWETTOP,GWETROOT,ALLSKY_SFC_SW_DWN,WS2M
2021-01-03,ANTIOQUIA,5.896666666666666,,21.30333333333333,26.173333333333332,17.563333333333333,87.09333333333332,15.549999999999999,0.7166666666666667,0.68,16.206666666666667,0.22333333333333336
2021-01-10,ANTIOQUIA,2.29,,20.631428571428575,24.787142857142857,17.475714285714286,84.59,14.494285714285715,0.7028571428571428,0.6685714285714287,16.265714285714285,0.1942857142857143
2021-01-17,ANTIOQUIA,1.7757142857142856,,21.91142857142857,27.26142857142857,18.247142857142858,81.55857142857143,14.98,0.6585714285714286,0.6414285714285715,20.145714285714284,0.19714285714285712
2021-01-24,ANTIOQUIA,2.8228571428571425,,22.115714285714287,27.512857142857143,18.148571428571426,77.53714285714285,14.351428571428572,0.6114285714285714,0.6114285714285714,18.298571428571428,0.2414285714285714
2021-01-31,ANTIOQUIA,2.1314285714285712,,22.58857142857143,28.322857142857142,18.551428571428573,76.52285714285713,14.515714285714285,0.5971428571428571,0.6042857142857142,19.845714285714283,0.24571428571428572
2021-02-07,ANTIOQUIA,3.2257142857142855,,22.434285714285714,27.90857142857143,18.664285714285715,77.7957142857143,14.671428571428573,0.5914285714285714,0.5971428571428571,17.73,0.20714285714285713
2021-02-14,ANTIOQUIA,2.4842857142857144,,21.997142857142855,27.035714285714285,18.551428571428573,79.96285714285715,14.758571428571429,0.5842857142857143,0.5928571428571427,15.355714285714287,0.13428571428571429
2021-02-21,ANTIOQUIA,3.2328571428571427,,21.212857142857143,26.16714285714286,17.69857142857143,80.46285714285715,14.105714285714285,0.6114285714285714,0.61,14.405714285714286,0.10428571428571429
2021-02-28,ANTIOQUIA,1.4914285714285715,,23.314285714285713,29.704285714285714,18.87,75.61714285714285,14.868571428571428,0.5728571428571428,0.5885714285714286,16.45,0.1157142857142857
2021-03-07,ANTIOQUIA,3.261428571428571,,22.388571428571428,28.208571428571428,18.43285714285714,76.37714285714286,14.274285714285714,0.5685714285714286,0.5814285714285713,14.844285714285714,0.09428571428571429
2021-03-14,ANTIOQUIA,0.99,,21.318571428571428,25.91857142857143,18.148571428571426,80.12285714285714,14.152857142857142,0.5728571428571428,0.5857142857142856,14.231428571428571,0.11857142857142858
2021-03-21,ANTIOQUIA,0.6014285714285714,,21.875714285714285,27.424285714285713,18.431428571428572,77.08857142857143,14.024285714285714,0.5428571428571429,0.5657142857142857,17.035714285714285,0.09428571428571429
2021-03-28,ANTIOQUIA,2.2157142857142857,,22.472857142857144,28.22714285714286,18.695714285714285,74.67999999999999,13.992857142857144,0.5457142857142857,0.5657142857142857,15.429999999999998,0.1285714285714286
2021-04-04,ANTIOQUIA,1.05,,23.784285714285716,29.740000000000002,19.822857142857142,72.14857142857143,14.558571428571428,0.5357142857142857,0.5585714285714286,16.60142857142857,0.11
2021-04-11,ANTIOQUIA,0.8442857142857143,,23.62142857142857,30.03,19.148571428571426,71.08571428571429,14.117142857142856,0.5114285714285715,0.5385714285714286,17.69857142857143,0.09142857142857143
2021-04-18,ANTIOQUIA,10.607142857142858,,23.012857142857143,28.728571428571428,19.49142857142857,77.71142857142857,15.044285714285715,0.59,0.5742857142857142,16.861428571428572,0.10714285714285714
2021-04-25,ANTIOQUIA,3.1128571428571425,,22.102857142857143,26.71142857142857,18.225714285714286,79.03999999999999,14.717142857142857,0.6328571428571428,0.6242857142857143,18.472857142857144,0.19999999999999998
2021-05-02,ANTIOQUIA,0.2928571428571428,,21.400000000000002,25.59857142857143,18.425714285714285,80.33714285714287,14.337142857142856,0.5828571428571429,0.5971428571428571,14.435714285714285,0.10428571428571429
2021-05-09,ANTIOQUIA,0.22714285714285712,,22.30857142857143,28.12142857142857,18.25,74.51142857142858,13.817142857142857,0.5471428571428572,0.5714285714285714,17.14428571428571,0.09999999999999999
2021-05-16,ANTIOQUIA,0.014285714285714287,,24.83142857142857,31.41714285714286,19.650000000000002,65.07000000000001,13.865714285714287,0.5142857142857143,0.5442857142857144,19.231428571428573,0.07857142857142858
2021-05-23,ANTIOQUIA,0.12571428571428572,,24.80857142857143,31.114285714285717,19.87285714285714,64.92999999999999,13.802857142857144,0.49142857142857144,0.5242857142857142,18.428571428571427,0.07571428571428572
2021-05-30,ANTIOQUIA,2.295714285714286,,23.759999999999998,29.740000000000002,19.584285714285716,71.14,14.078571428571427,0.49571428571428566,0.5171428571428571,15.861428571428572,0.07428571428571429
2021-06-06,ANTIOQUIA,2.207142857142857,,23.610000000000003,29.615714285714287,19.445714285714285,71.56857142857143,14.222857142857142,0.49714285714285716,0.5214285714285715,17.474285714285717,0.08857142857142856
2021-06-13,ANTIOQUIA,2.857142857142857,,22.615714285714287,28.46142857142857,18.664285714285715,73.72,13.862857142857143,0.5071428571428571,0.5314285714285715,14.087142857142856,0.11571428571428573
2021-06-20,ANTIOQUIA,4.595714285714286,,22.325714285714287,28.445714285714285,18.30857142857143,75.70285714285716,13.935714285714285,0.54,0.5528571428571428,17.914285714285715,0.09857142857142856
2021-06-27,ANTIOQUIA,1.2642857142857142,,22.542857142857144,29.05,17.731428571428573,71.69000000000001,13.35,0.5228571428571429,0.55,17.694285714285716,0.08285714285714287
2021-07-04,ANTIOQUIA,1.5285714285714285,,22.849999999999998,29.327142857142857,17.97714285714286,66.92714285714285,12.558571428571428,0.5042857142857143,0.5342857142857144,19.207142857142856,0.08857142857142856
2021-07-11,ANTIOQUIA,0.7328571428571429,,24.138571428571428,31.048571428571428,18.875714285714285,63.50857142857143,12.805714285714286,0.48142857142857143,0.5228571428571429,18.232857142857142,0.06571428571428571
2021-07-18,ANTIOQUIA,2.392857142857143,,24.44,31.740000000000002,19.205714285714286,63.31285714285714,12.977142857142857,0.4828571428571428,0.5171428571428571,18.745714285714286,0.06142857142857143
2021-07-25,ANTIOQUIA,2.742857142857143,,23.997142857142855,30.40857142857143,19.26142857142857,66.74285714285715,13.418571428571429,0.48857142857142855,0.5185714285714286,17.274285714285714,0.0842857142857143
2021-08-01,ANTIOQUIA,1.6371428571428572,,23.84142857142857,30.398571428571426,18.928571428571427,66.22714285714285,13.16,0.49142857142857144,0.5271428571428572,18.095714285714287,0.10857142857142857
2021-08-08,ANTIOQUIA,0.9471428571428572,,23.400000000000002,29.68285714285714,18.465714285714284,62.965714285714284,12.195714285714287,0.47714285714285715,0.5185714285714286,19.814285714285713,0.06285714285714286
2021-08-15,ANTIOQUIA,1.2957142857142858,,23.900000000000002,30.824285714285715,19.0,64.07571428571428,12.745714285714286,0.47000000000000003,0.5071428571428571,17.66857142857143,0.06999999999999999
2021-08-22,ANTIOQUIA,6.938571428571429,,22.967142857142854,29.442857142857143,18.835714285714285,73.27428571428572,14.022857142857143,0.52,0.5342857142857144,16.794285714285714,0.09
2021-08-29,ANTIOQUIA,3.914285714285714,,22.56,27.931428571428572,18.975714285714286,78.46000000000001,14.847142857142858,0.5614285714285715,0.5842857142857143,17.678571428571427,0.08714285714285715
2021-09-05,ANTIOQUIA,1.4214285714285713,,23.482857142857142,29.91142857142857,19.18,70.91857142857143,13.998571428571427,0.5228571428571429,0.5614285714285715,18.155714285714286,0.0642857142857143
2021-09-12,ANTIOQUIA,4.27,,23.535714285714285,30.099999999999998,18.81142857142857,70.53285714285714,13.831428571428573,0.53,0.5557142857142857,17.335714285714285,0.0842857142857143
2021-09-19,ANTIOQUIA,3.8114285714285714,,23.48,30.09,18.725714285714286,69.90857142857143,13.695714285714287,0.5542857142857143,0.5742857142857142,22.08285714285714,0.09428571428571429
2021-09-26,ANTIOQUIA,3.5285714285714285,,23.22714285714286,29.557142857142857,18.631428571428575,71.27142857142857,13.799999999999999,0.5557142857142857,0.5757142857142856,18.995714285714286,0.08285714285714287
2021-10-03,ANTIOQUIA,2.557142857142857,,23.54714285714286,30.12285714285714,18.98,69.75142857142858,13.784285714285714,0.5242857142857142,0.5571428571428572,17.934285714285714,0.08857142857142856
2021-10-10,ANTIOQUIA,10.285714285714286,,22.502857142857145,28.428571428571427,18.47,79.88857142857144,15.064285714285715,0.6028571428571429,0.59,17.138571428571428,0.07428571428571429
2021-10-17,ANTIOQUIA,2.244285714285714,,22.104285714285712,27.06142857142857,19.0,84.10142857142857,15.65,0.6314285714285715,0.6257142857142857,16.87857142857143,0.11142857142857143
2021-10-24,ANTIOQUIA,2.642857142857143,,21.835714285714285,26.995714285714286,18.56714285714286,81.94428571428571,14.938571428571427,0.62,0.6142857142857142,17.957142857142856,0.12571428571428572
2021-10-31,ANTIOQUIA,6.0371428571428565,,21.228571428571428,25.178571428571427,18.875714285714285,86.76,15.401428571428571,0.6485714285714286,0.6314285714285715,16.724285714285713,0.09571428571428572
2021-11-07,ANTIOQUIA,1.9528571428571428,,21.56142857142857,26.33857142857143,18.33142857142857,82.31285714285714,14.807142857142859,0.64,0.6328571428571428,18.144285714285715,0.14142857142857143
2021-11-14,ANTIOQUIA,1.0885714285714285,,21.525714285714287,26.037142857142857,18.181428571428572,81.31285714285714,14.59,0.6085714285714285,0.6114285714285714,15.907142857142857,0.18857142857142856
2021-11-21,ANTIOQUIA,2.4414285714285713,,21.41142857142857,26.485714285714288,17.73857142857143,81.07142857142857,14.445714285714287,0.5857142857142856,0.5942857142857143,16.388571428571428,0.20714285714285713
2021-11-28,ANTIOQUIA,6.804285714285713,,20.437142857142856,24.351428571428574,17.83857142857143,88.95428571428572,15.1,0.6714285714285715,0.6428571428571429,15.731428571428571,0.14714285714285716
2021-12-05,ANTIOQUIA,4.9628571428571435,,21.07,25.527142857142856,18.1,87.12571428571428,15.35142857142857,0.6757142857142858,0.6471428571428571,16.324285714285715,0.15142857142857144
2021-12-12,ANTIOQUIA,1.6442857142857144,,21.95285714285714,26.755714285714284,18.714285714285715,82.52714285714286,15.275714285714287,0.6257142857142857,0.6228571428571429,14.021428571428572,0.17142857142857143
2021-12-19,ANTIOQUIA,2.4014285714285712,,21.17142857142857,26.165714285714284,17.75857142857143,82.42571428571429,14.512857142857143,0.6028571428571429,0.6057142857142858,16.09857142857143,0.16571428571428573
2021-12-26,ANTIOQUIA,4.341428571428572,,21.47142857142857,26.524285714285718,18.091428571428573,85.42857142857143,15.314285714285715,0.6214285714285713,0.6157142857142857,16.318571428571428,0.13857142857142857
2022-01-02,ANTIOQUIA,3.518571428571429,,20.774285714285714,25.201428571428572,18.075714285714287,85.86285714285714,14.85142857142857,0.6242857142857143,0.6185714285714285,13.744285714285715,0.18285714285714286
2022-01-09,ANTIOQUIA,4.182857142857143,,20.777142857142856,25.868571428571425,17.40285714285714,81.12142857142858,13.904285714285715,0.6371428571428571,0.6242857142857143,15.321428571428571,0.2057142857142857
2022-01-16,ANTIOQUIA,5.077142857142857,,20.478571428571428,25.107142857142858,17.288571428571426,85.61142857142856,14.467142857142857,0.6628571428571428,0.6385714285714286,14.354285714285714,0.1357142857142857
2022-01-23,ANTIOQUIA,0.8428571428571427,,22.032857142857143,27.077142857142857,18.514285714285712,79.80857142857143,14.721428571428572,0.6257142857142857,0.6242857142857143,16.677142857142858,0.18571428571428572
2022-01-30,ANTIOQUIA,2.2528571428571427,,21.685714285714287,27.555714285714284,17.61,77.74857142857142,13.952857142857143,0.5957142857142858,0.6014285714285714,16.397142857142857,0.14714285714285716
2022-02-06,ANTIOQUIA,3.3242857142857143,,21.777142857142856,27.830000000000002,17.60142857142857,75.87,13.638571428571428,0.5757142857142857,0.5857142857142856,17.414285714285715,0.18142857142857144
2022-02-13,ANTIOQUIA,4.64,,21.25857142857143,26.541428571428572,17.64857142857143,83.72142857142856,14.768571428571429,0.6285714285714287,0.6185714285714285,14.845714285714285,0.17285714285714285
2022-02-20,ANTIOQUIA,5.517142857142858,,21.771428571428572,27.08142857142857,18.10571428571429,79.91428571428571,14.498571428571427,0.61,0.6042857142857142,14.012857142857143,0.17714285714285713
2022-02-27,ANTIOQUIA,4.228571428571429,,21.669999999999998,27.301428571428573,17.782857142857143,79.62142857142858,14.319999999999999,0.64,0.6257142857142857,15.862857142857141,0.1542857142857143
2022-03-06,ANTIOQUIA,11.067142857142857,,20.405714285714286,24.024285714285714,18.077142857142857,90.16428571428571,15.29857142857143,0.7299999999999999,0.6742857142857143,13.051428571428572,0.1842857142857143
2022-03-13,ANTIOQUIA,5.301428571428572,,20.747142857142855,24.99285714285714,17.964285714285715,86.66428571428571,14.959999999999999,0.7557142857142857,0.7142857142857143,18.62142857142857,0.15857142857142859
2022-03-20,ANTIOQUIA,6.571428571428571,,21.334285714285716,26.16,18.391428571428573,86.8157142857143,15.534285714285716,0.7671428571428571,0.7285714285714285,18.375714285714285,0.1842857142857143
2022-03-27,ANTIOQUIA,7.191428571428572,,21.562857142857144,26.15285714285714,18.63714285714286,87.79285714285713,15.92,0.7828571428571429,0.7471428571428572,15.442857142857141,0.15142857142857144
2022-04-03,ANTIOQUIA,8.424285714285714,,21.294285714285714,25.722857142857144,18.38714285714286,86.85571428571428,15.51142857142857,0.8028571428571428,0.7685714285714286,16.204285714285714,0.16714285714285712
2022-04-10,ANTIOQUIA,12.888571428571428,,21.10571428571429,25.05,18.65142857142857,90.30142857142857,16.025714285714287,0.8571428571428571,0.8385714285714286,16.917142857142856,0.12428571428571429
2022-04-17,ANTIOQUIA,2.8485714285714283,,21.77285714285714,25.654285714285717,18.83285714285714,86.10571428571428,15.885714285714286,0.8442857142857143,0.8414285714285714,15.198571428571428,0.19428571428571426
2022-04-24,ANTIOQUIA,15.922857142857142,,19.962857142857143,23.259999999999998,17.92142857142857,91.54857142857142,15.12142857142857,0.8842857142857143,0.8842857142857143,14.574285714285713,0.12142857142857143
2022-05-01,ANTIOQUIA,4.622857142857143,,20.914285714285715,24.860000000000003,18.102857142857143,89.23285714285714,15.620000000000001,0.8957142857142858,0.9242857142857144,17.087142857142858,0.14142857142857143
2022-05-08,ANTIOQUIA,8.634285714285713,,21.625714285714285,25.604285714285716,18.990000000000002,88.6842857142857,16.202857142857145,0.8885714285714286,0.9085714285714286,17.164285714285715,0.16285714285714287
2022-05-15,ANTIOQUIA,10.498571428571427,,21.157142857142855,24.937142857142856,18.40285714285714,90.72857142857143,16.169999999999998,0.91,0.9400000000000001,16.37,0.11714285714285713
2022-05-22,ANTIOQUIA,9.234285714285715,,21.287142857142857,25.43,18.457142857142856,89.36142857142856,15.982857142857142,0.92,0.9557142857142856,15.458571428571428,0.15142857142857144
2022-05-29,ANTIOQUIA,3.8542857142857145,,21.09142857142857,24.65285714285714,18.217142857142857,88.11142857142856,15.611428571428572,0.9057142857142857,0.9442857142857142,16.332857142857144,0.18714285714285714
2022-06-05,ANTIOQUIA,13.31857142857143,,20.580000000000002,24.265714285714285,17.90285714285714,91.48571428571428,15.73857142857143,0.92,0.9514285714285714,14.692857142857141,0.14714285714285716
